"HasName","Weekday","OutcomeType","OutcomeSubtype","AnimalType","SexUponOutcome","DaysUponOutcome","Breed","Color1","Color2","IsMixedColor"
"true",4,"Adoption",,"Dog","neuteredmale",365,"mixed","blue","white","true"
"false",0,"Transfer","Partner","Cat","unknown",14,"mixed","black",,"false"
"true",5,"Transfer","Partner","Dog","intactfemale",60,"mixed","white",,"false"
"true",4,"Adoption",,"Dog","neuteredmale",2190,"mixed","tan","white","true"
"false",3,"Transfer","Partner","Cat","intactfemale",35,"domesticmediumhair","tortie","white","true"
"true",0,"Return_to_owner",,"Cat","neuteredmale",240,"mixed","blue",,"false"
"true",1,"Transfer","Partner","Cat","intactmale",30,"mixed","blue","white","true"
"false",2,"Transfer","Partner","Cat","intactfemale",120,"mixed","black","white","true"
"false",1,"Transfer","SCRP","Cat","intactfemale",210,"mixed","tortie",,"false"
"true",5,"Adoption",,"Cat","spayedfemale",60,"mixed","sealpoint","white","true"
"true",5,"Return_to_owner",,"Dog","neuteredmale",1095,"mixed","brown",,"false"
"true",5,"Return_to_owner",,"Cat","neuteredmale",730,"mixed","orangetabby","white","true"
"true",3,"Adoption",,"Cat","neuteredmale",60,"mixed","orangetabby","white","true"
"false",6,"Transfer","Partner","Dog","intactfemale",60,"mixed","tan","white","true"
"true",3,"Adoption",,"Cat","neuteredmale",60,"mixed","browntabby","white","true"
"false",1,"Transfer","Partner","Cat","neuteredmale",365,"mixed","browntabby","white","true"
"false",0,"Transfer","SCRP","Cat","intactmale",730,"mixed","browntabby","white","true"
"true",6,"Transfer","Partner","Dog","neuteredmale",730,"mixed","blue","tan","true"
"true",6,"Return_to_owner",,"Dog","neuteredmale",730,"mixed","tan",,"false"
"true",0,"Adoption",,"Dog","neuteredmale",90,"mixed","white",,"false"
"false",5,"Transfer","Partner","Cat","intactfemale",14,"mixed","browntabby",,"false"
"true",0,"Adoption",,"Cat","spayedfemale",30,"mixed","black","white","true"
"true",2,"Transfer","Partner","Cat","neuteredmale",90,"mixed","orangetabby",,"false"
"true",0,"Return_to_owner",,"Dog","intactmale",270,"mixed","black","tan","true"
"false",4,"Transfer","Partner","Cat","intactfemale",14,"mixed","black","white","true"
"true",4,"Transfer","Partner","Cat","neuteredmale",2190,"mixed","blue",,"false"
"false",3,"Transfer","Partner","Dog","spayedfemale",4380,"mixed","black","brown","true"
"true",1,"Transfer","Partner","Cat","spayedfemale",270,"mixed","blue",,"false"
"true",3,"Transfer","Partner","Cat","neuteredmale",120,"mixed","browntabby",,"false"
"false",1,"Euthanasia","Suffering","Dog","intactfemale",4380,"mixed","black","white","true"
"true",4,"Adoption",,"Dog","neuteredmale",240,"bernesemountaindog","black","brown","true"
"true",4,"Adoption",,"Dog","spayedfemale",365,"mixed","brownbrindle","white","true"
"false",1,"Euthanasia","Suffering","Cat","unknown",14,"mixed","browntabby","white","true"
"true",1,"Euthanasia","Suffering","Cat","neuteredmale",730,"mixed","orangetabby",,"false"
"true",0,"Adoption",,"Dog","neuteredmale",365,"mixed","brown",,"false"
"true",5,"Euthanasia","Aggressive","Dog","intactfemale",1460,"mixed","red","white","true"
"true",6,"Adoption",,"Dog","neuteredmale",365,"mixed","tan",,"false"
"false",6,"Adoption",,"Cat","neuteredmale",60,"mixed","creamtabby",,"false"
"true",4,"Euthanasia","Suffering","Dog","neuteredmale",2920,"mixed","black","tan","true"
"false",1,"Transfer","Partner","Cat","intactmale",7,"mixed","bluetabby",,"false"
"true",0,"Adoption",,"Dog","spayedfemale",300,"mixed","brownbrindle","white","true"
"false",6,"Transfer","SCRP","Cat","intactfemale",90,"mixed","bluetabby","white","true"
"true",6,"Return_to_owner",,"Dog","spayedfemale",3650,"mixed","tan",,"false"
"true",2,"Adoption",,"Dog","spayedfemale",120,"mixed","tan","white","true"
"true",5,"Transfer","Partner","Dog","neuteredmale",1095,"mixed","brown",,"false"
"true",5,"Euthanasia","Aggressive","Dog","spayedfemale",1095,"mixed","tan","white","true"
"true",3,"Adoption","Foster","Dog","spayedfemale",30,"mixed","brown",,"false"
"true",4,"Return_to_owner",,"Cat","neuteredmale",730,"mixed","black",,"false"
"true",1,"Adoption",,"Dog","neuteredmale",60,"mixed","brown",,"false"
"true",2,"Adoption",,"Dog","spayedfemale",365,"mixed","blackbrindle","white","true"
"true",5,"Transfer","Partner","Dog","neuteredmale",90,"mixed","tricolor",,"false"
"true",0,"Transfer","Partner","Cat","neuteredmale",60,"mixed","chocolate",,"false"
"true",2,"Return_to_owner",,"Dog","spayedfemale",1825,"mixed","white",,"false"
"true",6,"Adoption",,"Dog","spayedfemale",730,"mixed","black","white","true"
"true",0,"Adoption",,"Dog","neuteredmale",730,"mixed","brownbrindle","white","true"
"true",3,"Adoption","Foster","Cat","spayedfemale",60,"mixed","torbie",,"false"
"false",2,"Transfer","Partner","Dog","intactfemale",14,"mixed","black","white","true"
"false",6,"Transfer","Partner","Cat","intactfemale",21,"mixed","blue",,"false"
"false",5,"Transfer","Partner","Dog","intactmale",30,"mixed","black",,"false"
"true",4,"Return_to_owner",,"Dog","neuteredmale",1095,"mixed","tricolor",,"false"
"true",5,"Transfer","Partner","Cat","spayedfemale",240,"mixed","tortie",,"false"
"false",0,"Transfer","SCRP","Cat","intactfemale",365,"mixed","black",,"false"
"false",2,"Adoption",,"Cat","spayedfemale",60,"mixed","black","white","true"
"true",0,"Adoption",,"Cat","neuteredmale",365,"mixed","black","white","true"
"true",6,"Return_to_owner",,"Dog","neuteredmale",3650,"mixed","black",,"false"
"true",5,"Transfer","Partner","Dog","intactmale",365,"mixed","black","white","true"
"true",4,"Adoption",,"Dog","neuteredmale",730,"mixed","tan","white","true"
"false",1,"Transfer","Partner","Cat","unknown",5,"mixed","black","white","true"
"true",3,"Transfer","Partner","Dog","neuteredmale",730,"mixed","brownbrindle","white","true"
"true",6,"Return_to_owner",,"Cat","neuteredmale",180,"mixed","blue",,"false"
"false",3,"Transfer","Partner","Cat","intactmale",14,"mixed","black",,"false"
"true",4,"Return_to_owner",,"Cat","neuteredmale",730,"mixed","browntabby","white","true"
"false",4,"Return_to_owner",,"Dog","intactmale",14,"mixed","brownbrindle","white","true"
"true",4,"Adoption",,"Dog","spayedfemale",2555,"mixed","fawn","white","true"
"true",5,"Transfer","SCRP","Cat","intactmale",365,"mixed","sealpoint",,"false"
"false",5,"Transfer","Partner","Cat","intactfemale",21,"mixed","orangetabby",,"false"
"true",6,"Adoption",,"Cat","intactfemale",90,"mixed","black",,"false"
"true",0,"Return_to_owner",,"Dog","neuteredmale",2190,"mixed","black","white","true"
"true",4,"Transfer","Partner","Cat","intactfemale",28,"mixed","browntabby",,"false"
"false",4,"Transfer","Partner","Dog","intactfemale",730,"mixed","brown","white","true"
"true",4,"Transfer","Partner","Dog","intactmale",30,"mixed","sable",,"false"
"false",4,"Adoption","Foster","Dog","neuteredmale",90,"mixed","black","white","true"
"false",3,"Adoption",,"Dog","neuteredmale",60,"mixed","tricolor",,"false"
"true",2,"Adoption",,"Dog","spayedfemale",1460,"labradorretriever","black","white","true"
"true",1,"Adoption",,"Dog","neuteredmale",365,"mixed","brown",,"false"
"false",3,"Transfer","Partner","Dog","spayedfemale",1095,"mixed","black",,"false"
"false",0,"Transfer","SCRP","Cat","intactfemale",120,"mixed","browntabby",,"false"
"true",4,"Adoption","Foster","Dog","neuteredmale",730,"mixed","black","brown","true"
"true",2,"Return_to_owner",,"Dog","neuteredmale",4380,"miniatureschnauzer","gray",,"false"
"true",5,"Return_to_owner",,"Dog","neuteredmale",1825,"chihuahualonghair","blue","white","true"
"true",0,"Adoption",,"Dog","neuteredmale",2555,"mixed","brownbrindle","white","true"
"false",4,"Transfer","Partner","Cat","intactfemale",14,"mixed","tortie",,"false"
"true",4,"Adoption",,"Dog","spayedfemale",60,"mixed","black",,"false"
"true",4,"Transfer","Partner","Dog","spayedfemale",150,"mixed","tan",,"false"
"true",0,"Adoption",,"Cat","neuteredmale",730,"mixed","sealpoint",,"false"
"false",0,"Return_to_owner",,"Cat","spayedfemale",120,"mixed","blue",,"false"
"true",6,"Return_to_owner",,"Dog","neuteredmale",1460,"mixed","black","white","true"
"true",6,"Adoption",,"Dog","spayedfemale",4015,"mixed","black","tan","true"
"true",0,"Adoption",,"Dog","spayedfemale",365,"mixed","brown",,"false"
"false",6,"Transfer","Partner","Dog","unknown",2,"mixed","tan",,"false"
"true",4,"Return_to_owner",,"Dog","spayedfemale",1095,"mixed","blue","white","true"
"true",4,"Adoption","Foster","Cat","neuteredmale",90,"mixed","black",,"false"
"true",0,"Euthanasia","Suffering","Dog","intactmale",30,"mixed","blue","white","true"
"true",5,"Transfer","Partner","Cat","intactmale",21,"mixed","browntabby",,"false"
"true",6,"Adoption",,"Cat","spayedfemale",180,"mixed","tortie",,"false"
"false",6,"Transfer","SCRP","Cat","unknown",365,"mixed","black","white","true"
"true",4,"Transfer","Partner","Cat","intactfemale",30,"mixed","browntabby",,"false"
"true",1,"Adoption",,"Cat","neuteredmale",60,"domesticmediumhair","creamtabby",,"false"
"true",4,"Transfer","Partner","Dog","neuteredmale",365,"mixed","brown","white","true"
"true",6,"Return_to_owner",,"Dog","neuteredmale",1095,"mixed","brownbrindle","white","true"
"true",6,"Return_to_owner",,"Dog","spayedfemale",365,"chihuahualonghair","red","white","true"
"true",5,"Transfer","Partner","Dog","neuteredmale",300,"mixed","black","brownbrindle","true"
"true",2,"Euthanasia","Aggressive","Dog","spayedfemale",730,"mixed","red","white","true"
"true",2,"Return_to_owner",,"Dog","spayedfemale",3285,"mixed","black","red","true"
"true",1,"Adoption",,"Dog","neuteredmale",210,"mixed","tricolor",,"false"
"false",6,"Euthanasia","Suffering","Cat","unknown",0,"mixed","browntabby",,"false"
"true",3,"Return_to_owner",,"Dog","neuteredmale",270,"mixed","black",,"false"
"false",4,"Transfer","Partner","Dog","neuteredmale",365,"mixed","tan",,"false"
"true",0,"Adoption",,"Dog","neuteredmale",1095,"mixed","black","brown","true"
"true",5,"Return_to_owner",,"Dog","neuteredmale",365,"mixed","black","white","true"
"true",1,"Adoption",,"Dog","neuteredmale",365,"mixed","chocolate","white","true"
"true",6,"Adoption",,"Cat","spayedfemale",1095,"mixed","black",,"false"
"true",5,"Adoption",,"Dog","intactmale",365,"mixed","black","red","true"
"false",0,"Adoption","Foster","Cat","neuteredmale",60,"mixed","black",,"false"
"true",1,"Euthanasia","Medical","Cat","neuteredmale",120,"mixed","browntabby",,"false"
"true",6,"Adoption","Foster","Dog","neuteredmale",730,"mixed","brown","white","true"
"true",5,"Euthanasia","Aggressive","Dog","intactmale",730,"mixed","brown",,"false"
"false",0,"Transfer","SCRP","Cat","unknown",365,"mixed","orangetabby",,"false"
"true",6,"Adoption","Foster","Cat","spayedfemale",60,"mixed","black","white","true"
"false",0,"Transfer","Partner","Cat","intactfemale",21,"mixed","torbie",,"false"
"false",1,"Transfer","SCRP","Cat","intactfemale",365,"mixed","browntabby","white","true"
"false",0,"Euthanasia","Suffering","Dog","intactmale",1095,"mixed","black","white","true"
"true",1,"Return_to_owner",,"Dog","spayedfemale",365,"mixed","red","white","true"
"true",1,"Return_to_owner",,"Dog","neuteredmale",730,"mixed","brownbrindle","white","true"
"true",6,"Transfer","Partner","Dog","spayedfemale",2555,"mixed","bluemerle",,"false"
"false",4,"Transfer","Partner","Cat","intactmale",1,"mixed","bluetabby",,"false"
"false",6,"Transfer","Partner","Cat","unknown",21,"mixed","browntabby","white","true"
"true",0,"Return_to_owner",,"Dog","neuteredmale",1095,"mixed","brown","white","true"
"true",0,"Adoption",,"Cat","intactfemale",60,"mixed","orangetabby","white","true"
"true",3,"Adoption",,"Dog","spayedfemale",60,"mixed","tan","white","true"
"true",6,"Adoption",,"Cat","neuteredmale",4380,"mixed","orangetabby","white","true"
"true",5,"Adoption",,"Dog","neuteredmale",300,"mixed","black","white","true"
"false",0,"Adoption",,"Dog","spayedfemale",60,"mixed","tan","white","true"
"true",6,"Return_to_owner",,"Dog","spayedfemale",2190,"mixed","brown","white","true"
"true",6,"Adoption",,"Cat","spayedfemale",60,"mixed","tortie",,"false"
"false",2,"Transfer","SCRP","Cat","intactmale",730,"mixed","browntabby","white","true"
"true",4,"Transfer","Partner","Dog","spayedfemale",240,"mixed","brown",,"false"
"true",2,"Adoption",,"Dog","neuteredmale",30,"mixed","blackbrindle","white","true"
"true",5,"Transfer","Partner","Dog","spayedfemale",365,"mixed","black","tan","true"
"true",6,"Adoption",,"Dog","neuteredmale",730,"mixed","chocolate","white","true"
"true",5,"Adoption","Foster","Cat","spayedfemale",60,"mixed","bluetabby",,"false"
"true",1,"Adoption",,"Dog","neuteredmale",180,"mixed","black","tan","true"
"false",1,"Transfer","SCRP","Cat","unknown",730,"mixed","browntabby",,"false"
"true",1,"Return_to_owner",,"Dog","spayedfemale",730,"mixed","tan","white","true"
"true",4,"Adoption",,"Dog","neuteredmale",1095,"mixed","brown",,"false"
"true",5,"Transfer","Partner","Dog","intactfemale",365,"greatpyrenees","white",,"false"
"false",0,"Adoption",,"Dog","spayedfemale",730,"mixed","black","brown","true"
"true",3,"Transfer","Partner","Dog","intactfemale",1095,"mixed","tan",,"false"
"false",0,"Transfer","SCRP","Cat","intactfemale",150,"mixed","calico",,"false"
"true",5,"Return_to_owner",,"Dog","neuteredmale",4015,"mixed","cream",,"false"
"false",6,"Transfer","Partner","Cat","intactfemale",21,"mixed","bluetabby",,"false"
"false",2,"Transfer","Partner","Cat","unknown",14,"mixed","graytabby",,"false"
"true",4,"Adoption",,"Dog","spayedfemale",730,"mixed","tricolor",,"false"
"true",3,"Transfer","Partner","Cat","spayedfemale",730,"mixed","black",,"false"
"true",0,"Adoption","Foster","Cat","neuteredmale",60,"mixed","blue","white","true"
"false",0,"Adoption",,"Cat","spayedfemale",60,"domesticshorthair","black",,"false"
"true",6,"Return_to_owner",,"Dog","neuteredmale",730,"mixed","blue","white","true"
"true",2,"Adoption",,"Dog","spayedfemale",1095,"mixed","white",,"false"
"true",3,"Return_to_owner",,"Dog","neuteredmale",150,"mixed","brownbrindle","white","true"
"true",4,"Transfer","Partner","Dog","neuteredmale",365,"mixed","blue","white","true"
"true",1,"Adoption",,"Dog","neuteredmale",2190,"mixed","black","brown","true"
"true",4,"Return_to_owner",,"Dog","spayedfemale",730,"mixed","tan","white","true"
"true",6,"Adoption",,"Dog","neuteredmale",730,"mixed","blackbrindle","white","true"
"true",2,"Return_to_owner",,"Dog","neuteredmale",1095,"mixed","gray",,"false"
"true",6,"Transfer","Partner","Cat","spayedfemale",60,"mixed","calico",,"false"
"false",6,"Transfer","Partner","Cat","intactmale",4,"mixed","browntabby",,"false"
"true",3,"Transfer","Partner","Cat","neuteredmale",365,"mixed","black","white","true"
"false",6,"Return_to_owner",,"Dog","intactfemale",14,"mixed","blue","white","true"
"false",1,"Transfer","Partner","Dog","intactmale",30,"mixed","brownbrindle","white","true"
"true",5,"Adoption",,"Cat","neuteredmale",60,"mixed","browntabby",,"false"
"true",6,"Transfer","Partner","Dog","spayedfemale",1095,"mixed","white",,"false"
"true",0,"Adoption",,"Dog","spayedfemale",730,"mixed","brown","white","true"
"false",6,"Transfer","Partner","Cat","neuteredmale",5475,"mixed","black","white","true"
"true",2,"Adoption","Foster","Cat","spayedfemale",60,"mixed","lynxpoint",,"false"
"true",3,"Adoption",,"Cat","neuteredmale",60,"mixed","bluetabby",,"false"
"false",0,"Adoption",,"Dog","spayedfemale",365,"mixed","brown",,"false"
"true",5,"Adoption",,"Cat","spayedfemale",60,"mixed","calico",,"false"
"false",1,"Transfer","Partner","Dog","intactmale",90,"mixed","black","white","true"
"false",2,"Transfer","SCRP","Cat","unknown",365,"mixed","orangetabby",,"false"
"false",1,"Transfer","Partner","Cat","intactfemale",28,"mixed","black",,"false"
"false",4,"Transfer","Partner","Dog","neuteredmale",365,"mixed","black","white","true"
"false",4,"Euthanasia","Suffering","Cat","intactfemale",365,"mixed","black",,"false"
"true",0,"Transfer","Partner","Dog","spayedfemale",90,"mixed","brown","white","true"
"false",3,"Transfer","SCRP","Cat","intactfemale",150,"mixed","calico",,"false"
"true",4,"Transfer","Partner","Dog","neuteredmale",4380,"mixed","bluemerle",,"false"
"false",3,"Transfer","Partner","Cat","unknown",14,"mixed","black",,"false"
"false",5,"Transfer","SCRP","Cat","intactmale",365,"mixed","orangetabby","white","true"
"true",0,"Return_to_owner",,"Dog","neuteredmale",2920,"mixed","black","white","true"
"true",0,"Adoption",,"Dog","spayedfemale",730,"mixed","black","white","true"
"false",3,"Transfer","Partner","Dog","intactmale",120,"mixed","chocolate","tan","true"
"false",3,"Transfer","Partner","Cat","intactmale",21,"mixed","orangetabby","white","true"
"true",2,"Transfer","Partner","Cat","intactfemale",365,"mixed","browntabby","white","true"
"false",2,"Transfer","SCRP","Cat","intactfemale",730,"mixed","bluetabby",,"false"
"true",6,"Adoption",,"Dog","neuteredmale",365,"mixed","red","white","true"
"false",0,"Transfer","Partner","Dog","neuteredmale",1825,"mixed","black","white","true"
"false",3,"Adoption",,"Cat","spayedfemale",300,"mixed","browntabby","white","true"
"true",6,"Return_to_owner",,"Dog","neuteredmale",2190,"mixed","brown","sable","true"
"true",2,"Euthanasia","Behavior","Dog","neuteredmale",730,"mixed","black",,"false"
"true",2,"Transfer","Partner","Cat","spayedfemale",2555,"mixed","black","white","true"
"false",1,"Transfer","Partner","Dog","intactfemale",30,"mixed","blue","white","true"
"true",6,"Adoption",,"Dog","spayedfemale",1095,"mixed","blue","white","true"
"true",2,"Return_to_owner",,"Dog","spayedfemale",1460,"mixed","chocolate","white","true"
"true",3,"Adoption","Foster","Cat","neuteredmale",365,"domesticshorthair","browntabby",,"false"
"true",5,"Adoption",,"Dog","neuteredmale",2190,"mixed","tan","white","true"
"true",0,"Transfer","Partner","Dog","neuteredmale",1460,"mixed","tan","white","true"
"true",6,"Adoption",,"Dog","neuteredmale",1095,"mixed","brown","white","true"
"true",3,"Transfer","Partner","Dog","spayedfemale",730,"mixed","black","white","true"
"true",1,"Adoption","Foster","Cat","spayedfemale",60,"mixed","black","white","true"
"false",3,"Transfer","Partner","Dog","intactmale",60,"mixed","black","white","true"
"true",2,"Return_to_owner",,"Dog","spayedfemale",730,"mixed","chocolate",,"false"
"true",1,"Transfer","Partner","Dog","neuteredmale",1825,"mixed","brown","white","true"
"true",0,"Transfer","Partner","Dog","intactmale",730,"mixed","black","tricolor","true"
"true",4,"Adoption",,"Cat","spayedfemale",60,"mixed","tortie",,"false"
"true",3,"Adoption",,"Dog","spayedfemale",730,"mixed","black","white","true"
"true",2,"Return_to_owner",,"Dog","neuteredmale",3285,"mixed","black","gray","true"
"true",0,"Transfer","Partner","Dog","spayedfemale",1095,"mixed","brown",,"false"
"false",3,"Died","In Foster","Cat","intactmale",1,"mixed","black",,"false"
"true",0,"Adoption",,"Dog","neuteredmale",1825,"mixed","brown","tan","true"
"true",6,"Adoption",,"Dog","spayedfemale",730,"mixed","black","white","true"
"false",5,"Euthanasia","Suffering","Dog","intactmale",2555,"mixed","tricolor",,"false"
"true",5,"Transfer","Partner","Cat","neuteredmale",730,"mixed","black","white","true"
"false",2,"Died","Enroute","Cat","unknown",365,"mixed","black","white","true"
"true",0,"Adoption",,"Dog","spayedfemale",365,"mixed","black",,"false"
"false",5,"Transfer","SCRP","Cat","intactmale",120,"mixed","orangetabby",,"false"
"true",5,"Adoption",,"Dog","spayedfemale",1095,"mixed","black","tan","true"
"false",1,"Transfer","SCRP","Cat","unknown",730,"mixed","orangetabby","white","true"
"true",1,"Return_to_owner",,"Dog","neuteredmale",730,"mixed","brownbrindle","white","true"
"true",5,"Adoption",,"Cat","neuteredmale",60,"mixed","black",,"false"
"true",5,"Return_to_owner",,"Dog","neuteredmale",1095,"mixed","brown","white","true"
"true",0,"Adoption",,"Dog","spayedfemale",120,"mixed","tricolor",,"false"
"true",0,"Adoption",,"Dog","spayedfemale",300,"mixed","tan","white","true"
"true",0,"Adoption",,"Dog","neuteredmale",730,"mixed","brown",,"false"
"true",6,"Adoption","Foster","Cat","spayedfemale",60,"mixed","black","white","true"
"false",1,"Transfer","Partner","Cat","intactmale",90,"mixed","black","white","true"
"true",5,"Adoption",,"Dog","spayedfemale",1460,"mixed","silver","tan","true"
"true",4,"Transfer","Partner","Cat","neuteredmale",730,"mixed","orangetabby",,"false"
"true",4,"Transfer","Partner","Dog","intactmale",30,"mixed","tan",,"false"
"true",1,"Return_to_owner",,"Dog","spayedfemale",2190,"mixed","sable",,"false"
"true",6,"Adoption",,"Cat","neuteredmale",90,"mixed","creamtabby",,"false"
"true",6,"Adoption",,"Cat","spayedfemale",60,"mixed","black","white","true"
"true",3,"Adoption",,"Dog","spayedfemale",730,"mixed","blue","white","true"
"true",4,"Adoption",,"Cat","spayedfemale",365,"mixed","calico",,"false"
"true",6,"Adoption","Foster","Cat","neuteredmale",60,"mixed","black","white","true"
"true",4,"Transfer","Partner","Dog","neuteredmale",2190,"mixed","black","white","true"
"true",6,"Transfer","Partner","Dog","intactmale",60,"greatpyrenees","white",,"false"
"true",0,"Adoption",,"Cat","spayedfemale",60,"mixed","tortie",,"false"
"true",3,"Adoption",,"Dog","neuteredmale",365,"mixed","brown",,"false"
"true",6,"Adoption",,"Dog","neuteredmale",1095,"mixed","blue","white","true"
"false",2,"Euthanasia","Rabies Risk","Cat","intactmale",365,"mixed","blue",,"false"
"true",1,"Adoption","Foster","Dog","neuteredmale",1095,"mixed","black","white","true"
"true",3,"Adoption",,"Dog","spayedfemale",2920,"mixed","red",,"false"
"true",1,"Transfer","Partner","Cat","spayedfemale",1095,"mixed","white",,"false"
"true",0,"Adoption",,"Dog","neuteredmale",730,"mixed","tan",,"false"
"true",0,"Adoption",,"Dog","spayedfemale",1825,"maltese","white",,"false"
"false",5,"Transfer","Partner","Cat","unknown",7,"mixed","browntabby",,"false"
"true",5,"Transfer","Partner","Dog","intactfemale",730,"shihtzu","black","white","true"
"true",6,"Transfer","Partner","Cat","intactmale",730,"mixed","orangetabby","white","true"
"true",4,"Adoption",,"Dog","spayedfemale",90,"mixed","brown","white","true"
"true",2,"Return_to_owner",,"Dog","neuteredmale",3650,"mixed","black","white","true"
"true",4,"Transfer","Partner","Cat","neuteredmale",730,"mixed","black","white","true"
"true",5,"Return_to_owner",,"Dog","intactmale",365,"mixed","black",,"false"
"true",4,"Adoption","Foster","Dog","spayedfemale",730,"mixed","black","white","true"
"true",1,"Adoption",,"Dog","neuteredmale",180,"mixed","black","tan","true"
"true",5,"Transfer","Partner","Cat","neuteredmale",2920,"mixed","black","white","true"
"true",1,"Euthanasia","Suffering","Cat","neuteredmale",730,"mixed","black",,"false"
"false",5,"Euthanasia","Suffering","Dog","intactfemale",2190,"mixed","brown",,"false"
"true",1,"Adoption",,"Dog","neuteredmale",3285,"miniatureschnauzer","white",,"false"
"true",5,"Adoption","Offsite","Cat","neuteredmale",90,"mixed","bluetabby",,"false"
"true",1,"Adoption",,"Dog","neuteredmale",1095,"mixed","blue","white","true"
"true",6,"Return_to_owner",,"Cat","spayedfemale",730,"mixed","tortie",,"false"
"true",0,"Adoption",,"Dog","neuteredmale",365,"mixed","brown","white","true"
"false",2,"Transfer","SCRP","Cat","intactmale",120,"mixed","browntabby",,"false"
"false",4,"Transfer","Partner","Cat","intactfemale",28,"mixed","browntabby",,"false"
"true",2,"Euthanasia","Suffering","Dog","intactmale",120,"mixed","black","brown","true"
"false",5,"Transfer","Partner","Cat","intactmale",21,"mixed","orangetabby","white","true"
"true",4,"Return_to_owner",,"Dog","neuteredmale",2190,"mixed","white",,"false"
"true",6,"Adoption",,"Dog","neuteredmale",1460,"pembrokewelshcorgi","tricolor",,"false"
"false",1,"Transfer","Partner","Cat","intactfemale",14,"mixed","black","white","true"
"true",6,"Adoption","Foster","Cat","spayedfemale",30,"mixed","blue","white","true"
"false",2,"Adoption","Foster","Cat","spayedfemale",60,"mixed","calico",,"false"
"true",1,"Euthanasia","Medical","Dog","neuteredmale",1095,"mixed","blue","white","true"
"true",0,"Return_to_owner",,"Dog","neuteredmale",3285,"mixed","black","tan","true"
"true",0,"Adoption",,"Dog","spayedfemale",730,"mixed","black",,"false"
"true",2,"Return_to_owner",,"Dog","spayedfemale",365,"mixed","bluemerle","white","true"
"true",6,"Transfer","Partner","Dog","intactfemale",60,"mixed","black","tan","true"
"true",5,"Return_to_owner",,"Dog","neuteredmale",365,"mixed","white",,"false"
"true",0,"Adoption",,"Cat","spayedfemale",365,"mixed","calico",,"false"
"true",5,"Transfer","Partner","Dog","intactmale",730,"mixed","black","brown","true"
"false",4,"Transfer","Partner","Cat","intactfemale",1,"mixed","browntabby",,"false"
"true",4,"Adoption",,"Cat","spayedfemale",60,"mixed","browntabby",,"false"
"false",5,"Transfer","SCRP","Cat","intactmale",730,"mixed","orangetabby",,"false"
"true",1,"Adoption",,"Dog","neuteredmale",1095,"mixed","brown",,"false"
"true",0,"Return_to_owner",,"Dog","neuteredmale",365,"mixed","blue","white","true"
"true",2,"Return_to_owner",,"Dog","intactfemale",3650,"mixed","black",,"false"
"true",1,"Adoption",,"Dog","neuteredmale",180,"mixed","red",,"false"
"true",4,"Died","In Foster","Cat","intactmale",30,"mixed","creamtabby",,"false"
"true",3,"Adoption",,"Cat","spayedfemale",365,"mixed","browntabby","calico","true"
"true",4,"Adoption",,"Dog","spayedfemale",1095,"mixed","brown","white","true"
"true",1,"Return_to_owner",,"Dog","spayedfemale",3285,"yorkshireterrier","silver","tan","true"
"true",1,"Return_to_owner",,"Dog","intactfemale",1095,"mixed","tan",,"false"
"false",5,"Adoption",,"Dog","spayedfemale",60,"mixed","red","white","true"
"false",4,"Transfer","Partner","Dog","intactfemale",300,"mixed","brown","tan","true"
"true",5,"Transfer","Partner","Dog","unknown",180,"mixed","white",,"false"
"true",3,"Adoption",,"Dog","neuteredmale",1095,"miniatureschnauzer","black","silver","true"
"false",3,"Transfer","Partner","Dog","neuteredmale",730,"mixed","brown",,"false"
"true",6,"Adoption",,"Dog","spayedfemale",365,"mixed","yellow",,"false"
"true",0,"Transfer","Partner","Dog","neuteredmale",330,"mixed","tan","white","true"
"false",0,"Transfer","Partner","Cat","unknown",14,"mixed","blue","white","true"
"true",0,"Adoption",,"Dog","spayedfemale",4015,"australiancattledog","black","white","true"
"false",5,"Adoption",,"Dog","neuteredmale",60,"mixed","tricolor",,"false"
"true",2,"Transfer","Partner","Dog","spayedfemale",365,"mixed","gray","white","true"
"true",6,"Transfer","Partner","Dog","neuteredmale",365,"mixed","black","tan","true"
"true",4,"Adoption","Foster","Dog","spayedfemale",180,"mixed","brownbrindle",,"false"
"true",0,"Adoption",,"Cat","spayedfemale",90,"mixed","browntabby",,"false"
"true",1,"Euthanasia","Suffering","Dog","spayedfemale",4745,"mixed","tricolor",,"false"
"false",2,"Transfer","SCRP","Cat","intactmale",730,"mixed","black",,"false"
"false",5,"Adoption",,"Dog","neuteredmale",120,"mixed","tan","white","true"
"true",4,"Return_to_owner",,"Dog","intactmale",730,"mixed","black","white","true"
"true",1,"Adoption","Foster","Dog","spayedfemale",365,"mixed","brownbrindle","white","true"
"false",2,"Transfer","SCRP","Cat","spayedfemale",365,"mixed","browntabby",,"false"
"true",6,"Return_to_owner",,"Dog","intactfemale",365,"mixed","sable",,"false"
"false",0,"Transfer","Partner","Dog","neuteredmale",120,"mixed","cream",,"false"
"false",6,"Transfer","SCRP","Cat","intactfemale",120,"mixed","tortiepoint",,"false"
"true",1,"Return_to_owner",,"Cat","spayedfemale",2555,"mixed","sealpoint","white","true"
"true",0,"Return_to_owner",,"Dog","spayedfemale",3285,"mixed","silver",,"false"
"true",2,"Adoption","Foster","Dog","spayedfemale",730,"mixed","gray","white","true"
